cityst,pop2019,pop_category,called?,photo,use_v2,labelbatch,dont_use_link,small protest,social,size_est_low,size_est_high,srclinks,srclink_2,article_hed,article_source,cities,state,lat,lon,latlonCK,editor,batch,dupe,region,firstday,Tue May 26,Wed May 27,Thu May 28,Fri May 29,Sat May 30,Sun May 31,Mon Jun 1,Tue Jun 2,Wed Jun 3,Thu Jun 4,Fri Jun 5,Sat Jun 6,Sun Jun 7,Mon Jun 8,Tue Jun 9,Before May 29,total_days,FIPS,TOTPOP,P_WHITE_NH,P_BLACK_NH,P_ASIAN_NH,P_HISPANIC,MEDIAN_HHI,wbin,bbin,abin,hbin,ibin,protester violence,police tactics and violence,tactics links,tear gas search,tear gas,tear gas link,tear gas video verification,tear gas police department,"tear gas 
photo",tg check,use,order,where can we get photo,nytname,poprank
ArkadelphiaAR,"10,611",p1,,0,y,,,,,,,https://www.hotsr.com/news/2020/jun/04/arkadelphia-united-protesters-hold-marc/,,,,Arkadelphia,Arkansas,34.121,-93.057,✓,jugal,14,–,S,8,,,,,,,,1,,,,,,,,,1,501870,"10,611",59.7,31.9,0.9,5.4,"32,717",5,3,0,0,30,,,,,,,,,,,,,,"Arkadelphia, Ark.",2934
RogersAR,"64,947",p2,,0,y,,,,,,,https://www.nwahomepage.com/knwa/last-night-exemplified-what-it-means-to-have-a-peaceful-protest-the-city-of-rogers-praises-friday-demonstration-honoring-george-floyd/,,,,Rogers,Arkansas,36.329,-94.126,✓,jugal,14,–,S,12,,,,,,,,,,,,1,,,,,1,560410,"64,947",59.7,1.5,3.1,33.1,"57,079",5,0,0,3,50,,,,,,,,,,,,,,"Rogers, Ark.",533
YucaipaCA,"53,264",p2,,0,y,,,,,,,https://www.sbsun.com/2020/06/02/demonstrators-in-yucaipa-to-protest-george-floyds-death/,,,,Yucaipa,California,34.034,-117.061,✓,jugal,14,–,W,8,,,,,,,,1,,,,,,,,,1,687042,"53,264",59.7,1.1,3.5,33.8,"63,657",5,0,0,3,60,,,,,,,,,,,,,,"Yucaipa, Calif.",722
Grand RapidsMI,"197,081",p3,,2,y,,,y,,,,"https://www.mlive.com/news/grand-rapids/2020/05/no-justice-no-peace-thousands-gather-in-grand-rapids-to-protest-police-brutality.html
https://www.mlive.com/news/2020/06/grand-rapids-protesters-scatter-after-police-backed-by-michigan-national-guard-move-in.html",https://www.mlive.com/news/grand-rapids/2020/06/protesters-march-again-in-grand-rapids-over-police-brutality-and-racism.html,"‘No justice, no peace:' Thousands gather in Grand Rapids to protest police brutality",mlive,Grand Rapids,Michigan,42.964,-85.669,✓,dawn,4,–,MW,5,,,,,1,,1,,1,,,1,,,,,4,2634000,"197,081",59.4,18.4,2.3,15.9,"47,173",5,1,0,1,40,,,,"https://www.google.com/search?q=""Grand Rapids"" ""Michigan"" ""tear gas""",,,,,,RL,y,94,,"Grand Rapids, Mich.",113
BethlehemPA,"75,296",p2,,0,y,,,,,,,https://www.lehighvalleylive.com/bethlehem/2020/05/hundreds-pack-together-for-bethlehem-protest-against-police-brutality.html,,Hundreds pack together for Bethlehem protest against police brutality (PHOTOS),lehighvalleylive,Bethlehem,Pennsylvania,40.610,-75.380,✓,jugal,8,–,NE,5,,,,,1,,,,,,,,,,,,1,4206088,"75,296",59.4,6.5,2.9,28.6,"54,701",5,0,0,2,50,,,,"https://www.google.com/search?q=""Bethlehem"" ""Pennsylvania"" ""tear gas""",no,,,,,RL,,256,,"Bethlehem, Pa.",467
MontclairNJ,"38,296",p1,,0,y,,,,,,,https://www.northjersey.com/get-access/?return=https%3A%2F%2Fwww.northjersey.com%2Fstory%2Fnews%2Fessex%2Fmontclair%2F2020%2F06%2F07%2Fnj-protest-montclair-students-list-demands-racism-protest%2F3148725001%2F,,,,Montclair,New Jersey,40.815,-74.219,✓,jugal,13,–,NE,12,,,,,,,,,,,,1,,,,,1,3401347500,"38,296",59.4,22.8,3.4,10.4,"117,151",5,2,0,1,100,,,,,,,,,,,,,,"Montclair, N.J.",
EvanstonIL,"75,157",p2,,0,y,,,,,,,https://www.chicagotribune.com/suburbs/evanston/ct-evr-evanston-peaceful-protest-looting-tl-0604-20200601-ahn5j2ttfvc5tlemedlssvxapy-story.html,,,,Evanston,Illinois,42.056,-87.689,✓,jugal,15,–,MW,6,,,,,,1,,,,,,,,,,,1,1724582,"75,157",59.4,16.2,9.2,11.8,"77,848",5,1,0,1,70,,,,,,,,,,,,,,"Evanston, Ill.",489
Oak HarborWA,"22,820",p1,,0,y,,,,,,,https://www.whidbeynewstimes.com/news/black-lives-matter-formed-in-response-to-george-floyds-killing-weekend-protest-stays-peaceful/,,,,Oak Harbor,Washington,48.287,-122.658,✓,Barbara,15,–,W,5,,,,,1,,,,,,,,,,,,1,5350360,"22,820",59.4,7.2,10.9,14.4,"52,127",5,0,1,1,50,,,,,,,,,,,,,,"Oak Harbor, Wash.",1623
BurkeVA,"42,722",p1,,0,y,,,,,,,https://patch.com/virginia/burke/photos-black-lives-matter-rally-draws-crowd-burke,,,,Burke,Virginia,38.784,-77.280,✓,jugal,13,–,S,10,,,,,,,,,,1,,,,,,,1,5111464,"42,722",59.3,7.1,16.8,12.7,"140,229",5,0,1,1,120,,,,,,,,,,,,,,"Burke, Va.",
Moses LakeWA,"22,663",p1,,0,y,,,,,,,https://www.columbiabasinherald.com/news/2020/jun/03/impromptu-protests-appear-in-moses-lake-2/,,,,Moses Lake,Washington,47.129,-119.269,✓,Barbara,15,–,W,8,,,,,,,,1,,,,,,,,,1,5347245,"22,663",59.3,1.4,2.0,34.6,"51,800",5,0,0,3,50,,,,,,,,,,,,,,"Moses Lake, Wash.",1589
ToledoOH,"278,193",p3,y,0,y,,,,,,,https://www.13abc.com/content/news/Protests-in-Downtown-Toledo-devolve-as-crowds-and-police-clash-570898901.html,,Protests in downtown Toledo turn violent Saturday night,www.13abc.com,Toledo,Ohio,41.664,-83.582,✓,,5,–,MW,5,,,,,1,,,,,,,,,,,,1,3977000,"278,193",59.1,26.6,1.4,8.6,"37,100",5,2,0,0,30,"projectiles, bottles thrown,","10 arrests, reports of tear gas and rubber bullets",,"https://www.google.com/search?q=""Toledo"" ""Ohio"" ""tear gas""",CONFIRMED,https://www.toledoblade.com/local/city/2020/05/30/Tear-gas-and-vandalism-in-downtown-Toledo/stories/20200530091,press conference - chief says 'we had to utilize pepper balls and mace and gas' https://www.facebook.com/wtol11/videos/toledo-mayor-police-chief-press-conference/285081309542602/ https://www.toledoblade.com/local/community-events/2020/05/30/protests-in-toledo-over-george-floyd-s-death/stories/20200530079,AS checked,,RL,y,128,,"Toledo, Ohio",76
BridgehamptonNY,"1,322",p1,,0,y,,,,,,,https://www.27east.com/southampton-press/hundreds-of-protesters-shut-down-montauk-highway-in-bridgehampton-1703653/,,Hundreds of Protesters Shut Down Montauk Highway In Bridgehampton - 27 East,27 East,Bridgehampton,New York,40.933,-72.314,✓,jugal,9,–,NE,8,,,,,,,,1,,,,,,,,,1,3608136,"1,322",59.1,16.9,2.0,20.7,"103,333",5,1,0,2,100,,,,"https://www.google.com/search?q=""Bridgehampton"" ""New York"" ""tear gas""",no,,,,,AS,,700,,"Bridgehampton, N.Y.",
RamonaCA,"20,260",p1,,0,y,,,,,,,https://www.sandiegouniontribune.com/ramona-sentinel/news/story/2020-06-02/protesters-in-ramona-call-for-an-end-to-racism-and-oppression,,,,Ramona,California,33.042,-116.869,✓,jugal,14,–,W,9,,,,,,,,,1,,,,,,,,1,659346,"20,260",59.1,0.5,3.6,33.3,"79,075",5,0,0,3,70,,,,,,,,,,,,,,"Ramona, Calif.",
SuwaneeGA,"19,215",p1,,0,y,,,,,,,https://www.northgwinnettvoice.com/suwanee-residents-come-together-to-demand-change/,,,,Suwanee,Georgia,34.057,-84.065,✓,jugal,15,–,S,11,,,,,,,,,,,1,,,,,,1,1374936,"19,215",59.1,10.0,20.6,7.2,"86,980",5,1,2,0,80,,,,,,,,,,,,,,"Suwanee, Ga.",1775
FriscoTX,"165,700",p3,y,0,y,,,,,,,https://www.nbcdfw.com/news/local/hundreds-march-in-frisco-for-racial-equality/2380482/,https://starlocalmedia.com/friscoenterprise/why-we-saw-another-protest-in-frisco/article_5e7ccfae-a8d0-11ea-8e05-5f3b71de94b9.html,Hundreds March in Frisco for Racial Equality,NBC 5 Dallas-Fort Worth,Frisco,Texas,33.151,-96.824,✓,dawn,8,–,S,7,,,,,,,1,,,,,1,,,,,2,4827684,"165,700",59.0,7.7,18.8,11.0,"127,133",5,0,1,1,120,,,,"https://www.google.com/search?q=""Frisco"" ""Texas"" ""tear gas""",no,,,,,RL,,350,,"Frisco, Texas",116
RoanokeVA,"99,621",p2,y,0,y,,,,,,,https://www.wsls.com/news/local/2020/06/02/protests-continue-for-third-day-in-roanoke/,,Protests continue for third day in Roanoke,WSLS,Roanoke,Virginia,37.272,-79.939,✓,jugal,8,–,S,7,,,,,,,1,,,,,,,,,,1,5168000,"99,621",59.0,28.2,3.1,6.1,"43,028",5,2,0,0,40,,,,"https://www.google.com/search?q=""Roanoke"" ""Virginia"" ""tear gas""",no,,,,,RL,,404,,"Roanoke, Va.",321
Michigan CityIN,"31,251",p1,,0,y,,,,,,,https://www.abc57.com/news/protesters-march-through-michigan-city-peacefully,,,,Michigan City,Indiana,41.719,-86.903,✓,jugal,15,–,MW,6,,,,,,1,,,,,,,,,,,1,1848798,"31,251",58.9,29.4,0.8,6.2,"39,713",5,2,0,0,30,,,,,,,,,,,,,,"Michigan City, Ind.",1239
Yorba LindaCA,"67,815",p2,,0,y,,,,,,,https://www.latimes.com/socal/daily-pilot/entertainment/story/2020-06-03/a-rare-progressive-protest-in-the-middle-of-conservative-yorba-linda,,,,Yorba Linda,California,33.895,-117.852,✓,jugal,14,–,W,8,,,,,,,,1,,,,,,,,,1,686832,"67,815",58.8,1.5,18.8,17.3,"129,391",5,0,1,1,120,,,,,,,,,,,,,,"Yorba Linda, Calif.",543
AltusOK,"19,034",p1,,0,y,,,,,,,https://www.kswo.com/video/2020/06/07/altus-community-members-march-honor-george-floyd-2/,,,,Altus,Oklahoma,34.638,-99.334,✓,jugal,15,–,S,12,,,,,,,,,,,,1,,,,,1,4001700,"19,034",58.8,8.5,1.3,26.5,"42,035",5,0,0,2,40,,,,,,,,,,,,,,"Altus, Okla.",1967
PelhamNY,"6,949",p1,,0,n,,,,,,,http://bronx.news12.com/story/42218723/protesters-repeat-george-floyds-final-words-at-pelham-bay-protest,,,,Pelham,New York,40.912,-73.810,✓,Yuri,15,–,NE,5,,,,,1,,,,,,,,,,,,1,3657001,"6,949",58.8,12.4,8.6,16.5,"130,945",5,1,0,1,120,,,,,,,,,,,,,,"Pelham, N.Y.",3947
ChandlerAZ,"248,631",p3,y,0,y,,,??,,,,https://www.12news.com/article/news/community/chandler-police-officer-seen-handing-out-water-to-protesters/75-6207e34b-ded0-4b56-8c06-756ad8ada6d5,,Chandler police officer hands out water to protesters,12news.com,Chandler,Arizona,33.306,-111.841,✓,Juliette,9,–,W,7,,,,,,,1,1,1,,1,,,,,,4,412000,"248,631",58.7,5.1,10.4,21.3,"80,716",5,0,1,2,80,,,,"https://www.google.com/search?q=""Chandler"" ""Arizona"" ""tear gas""",no,,,,,AS,,629,,"Chandler, Ariz.",81
TacomaWA,"210,103",p3,,1,y,,,,,,,https://www.thenewstribune.com/news/local/article243128071.html,https://q13fox.com/2020/06/06/hundreds-rally-at-several-protests-in-tacoma/ https://www.thenewstribune.com/news/local/article243256301.html,People march through Tacoma to protest George Floyd killing | Tacoma News Tribune,thenewstribune,Tacoma,Washington,47.252,-122.460,✓,,5,–,W,5,,,,,1,1,,,1,,1,,,,,,4,5370000,"210,103",58.7,9.7,10.2,11.9,"58,617",5,0,1,1,50,peaceful on Saturday,,,"https://www.google.com/search?q=""Tacoma"" ""Washington"" ""tear gas""",no,,,,,RL,y,137,,"Tacoma, Wash.",101
Vernon HillsIL,"26,259",p1,,0,y,,,,,,,https://www.dailyherald.com/news/20200604/vernon-hills-protester-we-must-be-the-start-of-the-cure,,,,Vernon Hills,Illinois,42.223,-87.971,✓,jugal,15,–,MW,10,,,,,,,,,,1,,,,,,,1,1777694,"26,259",58.7,3.0,23.1,12.3,"97,366",5,0,2,1,80,,,,,,,,,,,,,,"Vernon Hills, Ill.",1440
AnchorageAK,"296,112",p3,y,0,y,3,,,,,,https://www.ktuu.com/content/news/Hundreds-gather-for-Anchorage-rally-against-police-violence-570902611.html,https://www.adn.com/alaska-news/anchorage/2020/05/30/photos-an-emotional-day-of-protests-on-anchorage-streets/,Hundreds gather for Anchorage rally against police violence, ,Anchorage,Alaska,61.174,-149.284,✓,,5,–,W,5,,,,,1,,,,,,,,,,,,1,203000,"296,112",58.5,5.3,11.7,9.1,"83,280",5,0,1,0,80,peaceful on Saturday,,,"https://www.google.com/search?q=""Anchorage"" ""Alaska"" ""tear gas""",no,,,,,RL,y,126,,Anchorage,69
AkronOH,"198,314",p3,y,0,y,,,,,,,https://www.beaconjournal.com/news/20200531/akron-mayor-watches-saturday-protest-shift-from-peaceful-to-violent,https://www.wksu.org/post/protesters-take-akrons-streets-again-call-end-racism-and-police-brutality  https://www.beaconjournal.com/news/20200531/george-floyd-protests-in-akron-peaceful-hardesty-park-protest-ends,"Shift from peaceful protest to violence leads to cleanup, questions in Akron",Akron Beacon Journal,Akron,Ohio,41.081,-81.521,✓,,6,–,MW,5,,,,,1,1,,,,,,1,1,,,,4,3901000,"198,314",58.5,29.9,4.6,2.4,"37,533",5,2,0,0,30,"objects thrown at police, windows smashed",tear gas,,"https://www.google.com/search?q=""Akron"" ""Ohio"" ""tear gas""",yes,https://www.beaconjournal.com/news/20200531/police-defend-use-of-tear-gas-report-4-arrests,,RL emailed,,RL,y,145,,"Akron, Ohio",125
QuincyMA,"94,121",p2,,0,y,,,,,,,https://www.patriotledger.com/news/20200602/thousands-gather-in-quincy-center-to-protest-march,,,,Quincy,Massachusetts,42.250,-71.005,✓,jugal,13,–,NE,8,,,,,,,,1,,,,,,,,,1,2555745,"94,121",58.5,5.0,31.3,3.0,"74,180",5,0,3,0,70,,,,,,,,,,,,,,"Quincy, Mass.",344
CarbondaleIL,"25,846",p1,,0,y,,,,,,,https://news.wsiu.org/post/protesters-peacefully-gather-carbondale-call-justice-unity#stream/0,https://www.wpsdlocal6.com/news/more-than-1-000-protesters-march-for-change-in-carbondale-illinois/article_ba76e806-a788-11ea-b228-63dfc8a1b446.html,"Protesters Peacefully Gather in Carbondale to Call for Justice, Unity",news.wsiu.org,Carbondale,Illinois,37.727,-89.217,✓,dawn jugal,8,–,MW,6,,,,,,1,,,,,1,,,,,,2,1711163,"25,846",58.4,26.1,5.7,5.7,"22,025",5,2,0,0,20,,,,"https://www.google.com/search?q=""Carbondale"" ""Illinois"" ""tear gas""",no,,,,,AS,,380,,"Carbondale, Ill.",1519
AbileneTX,"123,676",p3,,0,y,,,?,,,,https://www.reporternews.com/story/news/local/2020/05/30/abilene-tx-march-george-floyd-black-lives-matter-protest/5291956002/,https://ktxs.com/news/local/abilene-group-show-support-for-black-lives-matter,Abilene's March for Floyd protest allows for peaceful airing of grievances,Abilene Reporter-News,Abilene,Texas,32.449,-99.733,✓,juliette,8,–,S,4,,,,1,1,,,,,,,,,,,,2,4801000,"123,676",58.3,10.0,2.3,26.7,"47,689",5,1,0,2,40,,,,"https://www.google.com/search?q=""Abilene"" ""Texas"" ""tear gas""",no,,,,,RL,,240,,"Abilene, Texas",225
PensacolaFL,"52,562",p2,,0,y,,,,,,,https://www.pnj.com/story/news/2020/05/29/pensacola-florida-protest-of-george-floyd-death-gathered-graffiti-bridge/5282792002/,https://weartv.com/news/local/mayor-robinson-speaks-at-ninth-day-of-peaceful-protesting-in-pensacola,,,Pensacola,Florida,30.420,-87.214,✓,jugal,8,–,S,4,,,,1,1,1,1,1,1,1,1,1,,,,,9,1255925,"52,562",58.3,28.8,1.9,5.3,"48,686",5,2,0,0,40,,,,"https://www.google.com/search?q=""Pensacola"" ""Florida"" ""tear gas""",no,,,,,RL,,297,,"Pensacola, Fla.",740
KilmarnockVA,"1,478",p1,,0,y,,,,,,,https://rrecord.com/rallies-urge-an-end-to-racism/,,,,Kilmarnock,Virginia,37.710,-76.380,✓,barbara,15,–,S,6,,,,,,1,,,,,,,,,,,1,5142424,"1,478",58.2,38.0,1.2,0.9,"36,071",5,3,0,0,30,,,,,,,,,,,,,,"Kilmarnock, Va.",9008
FairbanksAK,"31,677",p1,,0,y,,,,,,,http://www.newsminer.com/alerts/hundreds-gather-in-fairbanks-to-protest-peacefully-in-wake-of-george-floyds-death/article_0081fb48-a2c9-11ea-93c4-6bdd83855c28.html,,Hundreds gather in Fairbanks to protest peacefully in wake of George Floyd's death,Fairbanks Daily News-Miner,Fairbanks,Alaska,64.842,-147.721,✓,jugal,8,–,W,5,,,,,1,,,,,,,,,,,,1,224230,"31,677",58.0,8.5,4.8,11.6,"61,665",5,0,0,1,60,,,,"https://www.google.com/search?q=""Fairbanks"" ""Alaska"" ""tear gas""",no,,,,,AS,,271,,"Fairbanks, Alaska",1242
La QuintaCA,"40,704",p1,,0,y,,,,,,,https://www.desertsun.com/story/news/local/2020/06/03/rally-underway-rancho-mirage-string-desert-protests-continue/3139176001/,,,,La Quinta,California,33.676,-116.295,✓,jugal,13,–,W,8,,,,,,,,1,,,,,,,,,1,640354,"40,704",58.0,1.7,3.7,34.1,"79,889",5,0,0,3,70,,,,,,,,,,,,,,"La Quinta, Calif.",927
ManchesterCT,"29,899",p1,,0,y,,,,,,,https://www.journalinquirer.com/towns/manchester/peaceful-protest-draws-crowd-manchester-rally-organized-to-speak-out-against-racial-injustice/article_fb737efe-a4e6-11ea-9944-3b35803cc56d.html,,,,Manchester,Connecticut,41.769,-72.521,✓,jugal,14,–,NE,7,,,,,,,1,,,,,,,,,,1,944690,"29,899",58.0,17.1,4.5,16.3,"56,606",5,1,0,1,50,,,,,,,,,,,,,,"Manchester, Conn.",
HuntsvilleAL,"193,663",p3,y,0,y,,,,,,,https://www.al.com/news/birmingham/2020/06/protests-lead-to-hoover-arrests-hundreds-gather-in-homewood.html,https://www.waff.com/2020/05/29/local-group-hosts-protest-response-floyd-death/ https://www.waff.com/2020/05/31/peaceful-protest-held-downtown-huntsville-reaction-george-floyd-killing/ https://www.al.com/news/2020/06/protesters-gather-to-support-family-of-madison-man-killed-by-police-in-2019.htmlhttps://www.waff.com/2020/06/04/huntsville-police-arrest-people-during-wednesday-night-protest/ https://www.al.com/news/huntsville/2020/06/huntsville-bracing-for-another-downtown-protest-today.html,Alabama protests: Hoover police officer takes a knee; 17 arrests made,al,Huntsville,Alabama,34.720,-86.610,✓,juliette,8,–,S,3,,,1,,1,,,,1,,1,,1,,,,5,137000,"193,663",57.9,30.3,2.8,6.0,"53,840",5,3,0,0,50,,tear gas,https://www.al.com/news/2020/06/george-floyd-protest-in-huntsville-ends-in-police-firing-teargas-as-crowd-refused-to-disperse.html,"https://www.google.com/search?q=""Huntsville"" ""Alabama"" ""tear gas""",CONFIRMED,https://www.dothanfirst.com/alabama-news/tear-gas-deployed-at-protesters-in-huntsville/,live feed shows tear gas: https://www.facebook.com/aldotcom/videos/1572223549621801/,attorney general  statement about tear gas: https://www.facebook.com/HuntsvillePoliceDepartment/photos/a.840998805970933/3840384692698981 / police statement describing chemcial agent thrown back and forth: https://twitter.com/HsvPolice/status/1268993843090907137,,RL,,217,,"Huntsville, Ala.",114
ChesapeakeVA,"237,820",p3,,0,y,,,,,,,https://www.13newsnow.com/article/news/local/mycity/chesapeake/chesapeake-march-and-moment-of-silence-in-support-of-black-live-matter/291-e0b98d3e-0a6d-4f0c-8caf-b0e63aa4a539,,,,Chesapeake,Virginia,36.775,-76.277,✓,jugal,13,–,S,11,,,,,,,,,,,1,,,,,,1,5116000,"237,820",57.9,29.2,3.3,5.9,"75,790",5,2,0,0,70,,,,,,,,,,,,,,"Chesapeake, Va.",91
UticaNY,"60,675",p2,,0,y,,,,,,,https://www.cnyhomepage.com/news/utica-protest-is-peaceful-large-crowd/,,"Utica Protest Is Peaceful, Large Crowd",WUTR/WFXV - CNYhomepage.com,Utica,New York,43.100,-75.233,✓,jugal,8,–,NE,6,,,,,,1,,,,,,,,,,,1,3676540,"60,675",57.8,15.2,11.2,12.2,"35,394",5,1,1,1,30,,,,"https://www.google.com/search?q=""Utica"" ""New York"" ""tear gas""",no,,,,,RL,,254,,"Utica, N.Y.",630
RidgewayVA,"1,047",p1,,0,n,,,,,,,https://www.martinsvillebulletin.com/mva/watch-now-protesters-want-a-new-revolution/article_657f4597-5049-5a0b-886e-6f326c3437b1.html#anchor_item_1,,,,Ridgeway,Virginia,36.690,-79.869,✓,Barbara,15,–,S,10,,,,,,,,,,1,,,,,,,1,5167208,"1,047",57.8,12.9,0.0,28.7,"38,646",5,1,0,2,30,,,,,,,,,,,,,,"Ridgeway, Va.",11941
JacksonvilleNC,"73,226",p2,,0,y,,,,,,,https://www.wnct.com/local-news/people-demand-change-and-equality-at-jacksonville-protest/,,People demand change and equality at Jacksonville protest,WNCT,Jacksonville,North Carolina,34.761,-77.383,✓,jugal,9,–,S,6,,,,,,1,,,,,,,,,,,1,3734200,"73,226",57.7,17.0,3.0,15.7,"41,936",5,1,0,1,40,,,,"https://www.google.com/search?q=""Jacksonville"" ""North Carolina"" ""tear gas""",no,,,,,AS,,691,,"Jacksonville, N.C.",498
BeaconNY,"14,279",p1,,0,y,,,,,,,https://www.poughkeepsiejournal.com/story/news/local/2020/06/01/beacon-elijah-hughes-protest-george-floyd/5308678002/,,,,Beacon,New York,41.505,-73.970,✓,jugal,13,–,NE,7,,,,,,,1,,,,,,,,,,1,3605100,"14,279",57.7,15.3,2.5,19.7,"74,450",5,1,0,1,70,,,,,,,,,,,,,,"Beacon, N.Y.",2412
SchaumburgIL,"74,569",p2,,0,y,,,,,,,https://www.dailyherald.com/news/20200529/with-rallies-and-walks-suburbanites-condemn-george-floyds-death-cry-for-racial-unity,,,,Schaumburg,Illinois,42.026,-88.066,✓,jugal,15,–,MW,4,,,,1,,,,,,,,,,,,,1,1768003,"74,569",57.7,3.6,25.2,10.9,"79,740",5,0,2,1,70,,,,,,,,,,,,,,"Schaumburg, Ill.",491
Lake StationIN,"12,059",p1,,0,y,,,,,,,https://www.nwitimes.com/news/local/lake/lake-newsletter/watch-now-lake-station-protesters-ask-for-police-accountability/article_57b66080-813c-52c5-8340-e78b2b25e532.html,,,,Lake Station,Indiana,41.574,-87.238,✓,jugal,15,–,MW,13,,,,,,,,,,,,,1,,,,1,1841535,"12,059",57.7,5.6,1.0,33.6,"40,194",5,0,0,3,40,,,,,,,,,,,,,,"Lake Station, Ind.",2743
La PlataMD,"9,252",p1,,0,y,,,,,,,https://www.southernmarylandchronicle.com/2020/06/02/black-lives-matter-protests-come-to-somd-stay-peaceful-for-the-most-part/,,,,La Plata,Maryland,38.526,-76.978,✓,jugal,15,–,NE,6,,,,,,1,,,,,,,,,,,1,2445750,"9,252",57.7,29.3,3.9,3.2,"83,656",5,2,0,0,80,,,,,,,,,,,,,,"La Plata, Md.",3165
GainesvilleVA,"15,928",p1,,0,y,,,,,,,https://www.princewilliamtimes.com/news/photos-hundreds-gather-in-gainesville-for-march-that-spills-onto-roadways-blocking-traffic-monday-night/collection_79ff24d6-a47d-11ea-9b03-07d3b0948e95.html,,,,Gainesville,Virginia,38.795,-77.615,✓,barbara,15,–,S,7,,,,,,,1,,,,,,,,,,1,5130176,"15,928",57.7,10.9,16.0,10.5,"142,363",5,1,1,1,120,,,,,,,,,,,,,,"Gainesville, Va.",
ClarksvilleTN,"150,602",p3,,0,y,,,,,,,https://www.theleafchronicle.com/story/news/local/clarksville/2020/05/30/george-floyd-killing-protest-clarksville-draws-over-200-people/5294407002/,https://www.newschannel5.com/news/peaceful-protest-held-in-clarksville-against-police-brutality,"As protest shuts down highway, Clarksville mayor joins crowd in the street to listen to concerns",The Leaf Chronicle,Clarksville,Tennessee,36.566,-87.345,✓,,6,–,S,5,,,,,1,,,1,,,,,,,,,2,4715160,"150,602",57.6,23.1,2.9,11.5,"53,007",5,2,0,1,50,peaceful on Saturday,,,"https://www.google.com/search?q=""Clarksville"" ""Tennessee"" ""tear gas""",no,,,,,RL,y,154,,"Clarksville, Tenn.",161
Highland ParkNJ,"13,992",p1,,0,y,,,,,,,https://www.mycentraljersey.com/story/news/local/2020/06/03/george-floyd-nj-protesters-march-his-honor-highland-park/3132244001/,,,,Highland Park,New Jersey,40.499,-74.428,✓,jugal,13,–,NE,8,,,,,,,,1,,,,,,,,,1,3431470,"13,992",57.6,9.5,13.8,16.3,"80,846",5,0,1,1,80,,,,,,,,,,,,,,"Highland Park, N.J.",2443
MonroeNY,"8,578",p1,,0,y,,,,,,,https://www.wxxinews.org/post/curfew-city-monroe-county-after-protest-ends-violence,,"Curfew in city, Monroe County after protest ends with violence",www.news12.com,Monroe,New York,41.331,-74.187,✓,dawn,8,–,NE,5,,,,,1,,,,,,,,,,,,1,3647988,"8,578",57.5,5.6,3.7,28.8,"110,417",5,0,0,2,100,,,,"https://www.google.com/search?q=""Monroe"" ""New York"" ""tear gas""",no,,,,,AS,,378,,"Monroe, N.Y.",3405
Port St. LucieFL,"183,762",p3,,0,y,,,,,,,https://www.tcpalm.com/story/news/local/st-lucie-county/2020/06/06/peaceful-demonstration-planned-between-port-st-lucie-city-hall-and-police-department/3164430001/,,,,Port St. Lucie,Florida,27.281,-80.361,✓,jugal,13,–,S,12,,,,,,,,,,,,1,,,,,1,1258715,"183,762",57.3,18.2,2.2,20.1,"57,113",5,1,0,2,50,,,,,,,,,,,,,,"Port St. Lucie, Fla.",112
BudaTX,"14,503",p1,,0,y,,,,,,,https://haysfreepress.com/2020/06/06/protesters-take-to-the-streets-in-buda/,https://twitter.com/annehelen/status/1269359294220140545?s=20,,,Buda,Texas,30.082,-97.842,✓,barbara,15,–,W,12,,,,,,,,,,,,1,,,,,1,4811080,"14,503",57.3,4.4,1.3,35.1,"84,011",5,0,0,3,80,,,,,,,,,,,,,,"Sierra Vista, Ariz.",2099
DaculaGA,"5,644",p1,,0,y,,,,,,,https://www.gwinnettdailypost.com/local/watch-protesters-march-along-hamilton-mill-parkway/video_ca6fff6e-a6b0-11ea-af0f-f7a1498113cf.html,,,,Dacula,Georgia,33.988,-83.895,✓,jugal,12,–,S,10,,,,,,,,,,1,,,,,,,1,1321184,"5,644",57.2,21.9,0.4,17.4,"64,759",5,2,0,1,60,,,,,,,,,,,,,,"Dacula, Ga.",4162
StaffordVA,"85,264",p2,,0,y,,,,,,,https://wjla.com/news/local/stafford-sheriff-thanks-protesters-george-floyd,,,,Stafford,Virginia,38.422,-77.408,✓,jugal,13,–,S,6,,,,,,1,,,,,,,,,,,1,22522554,"85,264",57.2,18.1,3.9,15.3,"113,094",5,1,0,1,100,,,,,,,,,,,,,,"Stafford, Va.",
DanvilleIL,"31,554",p1,,0,y,,,,,,,https://www.wcia.com/news/protesters-gather-outside-public-safety-building/,,Protesters gather outside Public Safety Building,WCIA.com,Danville,Illinois,40.132,-87.630,✓,jugal,9,–,MW,6,,,,,,1,,,,,,,,,,,1,1718563,"31,554",57.1,32.8,1.3,6.4,"36,176",5,3,0,0,30,,,,"https://www.google.com/search?q=""Danville"" ""Illinois"" ""tear gas""",no,,,,,AS,,722,,"Danville, Ill.",1261
